conv_id,domain,row_id,speaker,utterance,sys_act,usr_act,asked_slot,extracted_slots,state_info,state_book,missing_info,missing_book
learned_navigation_00147,navigation,5,user,Đi tới City Hall.,,"{""act"": ""inform"", ""slots"": {""destination"": ""City Hall""}}",,{},{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00147,navigation,6,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,destination,,{},{},"[""origin"", ""destination"", ""mode""]",[]
learned_navigation_00147,navigation,7,user,Đi tới City Hall. Từ Bến Thành. Đi bus.,,"{""act"": ""inform"", ""slots"": {""destination"": ""City Hall"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}}",,"{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}","{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},"[""mode""]",[]
learned_navigation_00147,navigation,8,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,mode,,"{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành""}",{},"[""mode""]",[]
learned_navigation_00147,navigation,9,user,Đi bus.,,"{""act"": ""inform"", ""slots"": {""mode"": ""bus""}}",,"{""mode"": ""bus""}","{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00147,navigation,10,system,"Mình chốt: từ Bến Thành đến Bến Thành, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""Bến Thành"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00147,navigation,11,user,"Không đúng, mình sửa lại: Đi tới City Hall.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""City Hall""}}",,"{""destination"": ""City Hall""}","{""destination"": ""City Hall"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00147,navigation,12,system,"Mình chốt: từ Bến Thành đến City Hall, đi bus. Đúng không?",CONFIRM(navigation),,,,"{""destination"": ""City Hall"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_navigation_00147,navigation,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""destination"": ""City Hall"", ""origin"": ""Bến Thành"", ""mode"": ""bus""}",{},[],[]
learned_movie_00148,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00148,movie,1,user,Bạn biết thời tiết hôm nay không?,,"{""act"": ""oos"", ""slots"": {}}",,"{""date"": ""today""}",{},"{""date"": ""today""}","[""movie"", ""theater""]","[""time"", ""tickets""]"
learned_movie_00148,movie,2,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},"{""date"": ""today""}","[""movie"", ""theater""]","[""time"", ""tickets""]"
learned_movie_00148,movie,3,user,Mình muốn đặt vé phim inside out.,,"{""act"": ""inform"", ""slots"": {""movie"": ""inside out""}}",,"{""movie"": ""inside out""}","{""movie"": ""inside out""}","{""date"": ""today""}","[""theater""]","[""time"", ""tickets""]"
learned_movie_00148,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""inside out""}","{""date"": ""today""}","[""theater""]","[""time"", ""tickets""]"
learned_movie_00148,movie,5,user,BHD. 1 vé,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD"", ""tickets"": 1}}",,"{""tickets"": 1, ""theater"": ""Lotte""}","{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1}",[],"[""time""]"
learned_movie_00148,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1}",[],"[""time""]"
learned_movie_00148,movie,7,user,Cho mình hỏi chút.,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1}",[],"[""time""]"
learned_movie_00148,movie,8,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1}",[],"[""time""]"
learned_movie_00148,movie,9,user,19:45,,"{""act"": ""inform"", ""slots"": {""time"": ""19:45""}}",,"{""time"": ""19:45""}","{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00148,movie,10,system,"Mình chốt: phim inside out, rạp Lotte, ngày today, giờ 19:45, 1 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00148,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00148,movie,12,system,"Mình chốt: phim inside out, rạp Lotte, ngày today, giờ 19:45, 1 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""today"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00148,movie,13,user,"Không đúng, mình sửa lại: Cuối tuần. BHD.",,"{""act"": ""deny+inform"", ""slots"": {""date"": ""weekend"", ""theater"": ""BHD""}}",,"{""date"": ""weekend""}","{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00148,movie,14,system,"Mình chốt: phim inside out, rạp Lotte, ngày weekend, giờ 19:45, 1 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00148,movie,15,user,"Không đúng, mình sửa lại: BHD.",,"{""act"": ""deny+inform"", ""slots"": {""theater"": ""BHD""}}",,"{""theater"": ""BHD""}","{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""weekend"", ""tickets"": 1, ""time"": ""19:45""}",[],[]
learned_movie_00149,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00149,movie,1,user,Mình muốn đặt vé phim wonka. Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""movie"": ""wonka"", ""date"": ""weekend""}}",,"{""date"": ""weekend"", ""movie"": ""wonka""}","{""movie"": ""wonka""}","{""date"": ""weekend""}","[""theater""]","[""time"", ""tickets""]"
learned_movie_00149,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}","{""date"": ""weekend""}","[""theater""]","[""time"", ""tickets""]"
learned_movie_00149,movie,3,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}",,{},"{""movie"": ""wonka""}","{""date"": ""weekend""}","[""theater""]","[""time"", ""tickets""]"
learned_movie_00149,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}","{""date"": ""weekend""}","[""theater""]","[""time"", ""tickets""]"
learned_movie_00149,movie,5,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}",,"{""theater"": ""CGV""}","{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
learned_movie_00149,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
learned_movie_00149,movie,7,user,21:10 Mình muốn đặt vé phim wonka. Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""time"": ""21:10"", ""movie"": ""wonka"", ""date"": ""weekend""}}",,"{""date"": ""weekend"", ""time"": ""21:10"", ""movie"": ""wonka""}","{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""21:10""}",[],"[""tickets""]"
learned_movie_00149,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""21:10""}",[],"[""tickets""]"
learned_movie_00149,movie,9,user,1 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 1}}",,"{""tickets"": 1}","{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
learned_movie_00149,movie,10,system,"Mình chốt: phim wonka, rạp CGV, ngày weekend, giờ 21:10, 1 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
learned_movie_00149,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
learned_movie_00150,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00150,movie,1,user,"Mình không tiện nói, hỏi cái khác được không?",,"{""act"": ""refuse"", ""slots"": {}}",,{},{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00150,movie,2,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00150,movie,3,user,Mình muốn đặt vé phim wonka. 3 vé,,"{""act"": ""inform"", ""slots"": {""movie"": ""wonka"", ""tickets"": 3}}",,"{""movie"": ""wonka""}","{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00150,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""wonka""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00150,movie,5,user,CGV. 19:45 3 vé,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV"", ""time"": ""19:45"", ""tickets"": 3}}",,"{""time"": ""19:45"", ""tickets"": 3, ""theater"": ""CGV""}","{""movie"": ""wonka"", ""theater"": ""CGV""}","{""time"": ""19:45"", ""tickets"": 3}",[],"[""date""]"
learned_movie_00150,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""time"": ""19:45"", ""tickets"": 3}",[],"[""date""]"
learned_movie_00150,movie,7,user,Hôm nay. 3 vé,,"{""act"": ""inform"", ""slots"": {""date"": ""today"", ""tickets"": 3}}",,"{""date"": ""today"", ""tickets"": 3}","{""movie"": ""wonka"", ""theater"": ""CGV""}","{""time"": ""19:45"", ""tickets"": 3, ""date"": ""today""}",[],[]
learned_movie_00150,movie,8,system,"Mình chốt: phim wonka, rạp CGV, ngày today, giờ 19:45, 3 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""time"": ""19:45"", ""tickets"": 3, ""date"": ""today""}",[],[]
learned_movie_00150,movie,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""wonka"", ""theater"": ""CGV""}","{""time"": ""19:45"", ""tickets"": 3, ""date"": ""today""}",[],[]
learned_movie_00151,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00151,movie,1,user,Mình muốn đặt vé phim inside out.,,"{""act"": ""inform"", ""slots"": {""movie"": ""inside out""}}",,"{""movie"": ""inside out""}","{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00151,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00151,movie,3,user,BHD.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD""}}",,"{""theater"": ""BHD""}","{""movie"": ""inside out"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00151,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""inside out"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00151,movie,5,user,Bạn biết thời tiết hôm nay không?,,"{""act"": ""oos"", ""slots"": {}}",,"{""date"": ""today""}","{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
learned_movie_00151,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
learned_movie_00151,movie,7,user,"Mình không tiện nói, hỏi cái khác được không?",,"{""act"": ""refuse"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
learned_movie_00151,movie,8,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
learned_movie_00151,movie,9,user,19:45,,"{""act"": ""inform"", ""slots"": {""time"": ""19:45""}}",,"{""time"": ""19:45""}","{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45""}",[],"[""tickets""]"
learned_movie_00151,movie,10,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45""}",[],"[""tickets""]"
learned_movie_00151,movie,11,user,1 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 1}}",,{},"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45""}",[],"[""tickets""]"
learned_movie_00151,movie,12,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45""}",[],"[""tickets""]"
learned_movie_00151,movie,13,user,1 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 1}}",,"{""tickets"": 1}","{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45"", ""tickets"": 1}",[],[]
learned_movie_00151,movie,14,system,"Mình chốt: phim inside out, rạp BHD, ngày today, giờ 19:45, 1 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45"", ""tickets"": 1}",[],[]
learned_movie_00151,movie,15,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""BHD""}","{""date"": ""today"", ""time"": ""19:45"", ""tickets"": 1}",[],[]
learned_movie_00152,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00152,movie,1,user,Mình muốn đặt vé phim inside out.,,"{""act"": ""inform"", ""slots"": {""movie"": ""inside out""}}",,"{""movie"": ""inside out""}","{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00152,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00152,movie,3,user,CGV. 4 vé Hôm nay.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV"", ""tickets"": 4, ""date"": ""today""}}",,"{""date"": ""today"", ""tickets"": 4, ""theater"": ""CGV""}","{""movie"": ""inside out"", ""theater"": ""CGV""}","{""date"": ""today"", ""tickets"": 4}",[],"[""time""]"
learned_movie_00152,movie,4,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""inside out"", ""theater"": ""CGV""}","{""date"": ""today"", ""tickets"": 4}",[],"[""time""]"
learned_movie_00152,movie,5,user,18:30,,"{""act"": ""inform"", ""slots"": {""time"": ""18:30""}}",,"{""time"": ""18:30""}","{""movie"": ""inside out"", ""theater"": ""CGV""}","{""date"": ""today"", ""tickets"": 4, ""time"": ""18:30""}",[],[]
learned_movie_00152,movie,6,system,"Mình chốt: phim inside out, rạp CGV, ngày today, giờ 18:30, 4 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""CGV""}","{""date"": ""today"", ""tickets"": 4, ""time"": ""18:30""}",[],[]
learned_movie_00152,movie,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""CGV""}","{""date"": ""today"", ""tickets"": 4, ""time"": ""18:30""}",[],[]
learned_movie_00153,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,1,user,Cho mình hỏi chút.,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,2,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,3,user,Mình muốn đặt vé phim inside out.,,"{""act"": ""inform"", ""slots"": {""movie"": ""inside out""}}",,"{""movie"": ""inside out""}","{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,5,user,Lotte.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Lotte""}}",,"{""theater"": ""Lotte""}","{""movie"": ""inside out"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00153,movie,7,user,Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend""}}",,"{""date"": ""weekend""}","{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
learned_movie_00153,movie,8,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,time,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
learned_movie_00153,movie,9,user,19:45,,"{""act"": ""inform"", ""slots"": {""time"": ""19:45""}}",,"{""time"": ""19:45""}","{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45""}",[],"[""tickets""]"
learned_movie_00153,movie,10,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45""}",[],"[""tickets""]"
learned_movie_00153,movie,11,user,2 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 2}}",,"{""tickets"": 2}","{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 2}",[],[]
learned_movie_00153,movie,12,system,"Mình chốt: phim inside out, rạp Lotte, ngày weekend, giờ 19:45, 2 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 2}",[],[]
learned_movie_00153,movie,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""Lotte""}","{""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 2}",[],[]
learned_movie_00154,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00154,movie,1,user,Mình muốn đặt vé phim inside out.,,"{""act"": ""inform"", ""slots"": {""movie"": ""inside out""}}",,"{""movie"": ""inside out""}","{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00154,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""inside out""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00154,movie,3,user,Galaxy. 19:45 Mình muốn đặt vé phim inside out.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Galaxy"", ""time"": ""19:45"", ""movie"": ""inside out""}}",,"{""time"": ""18:30"", ""movie"": ""inside out""}","{""movie"": ""inside out""}","{""time"": ""18:30""}","[""theater""]","[""date"", ""tickets""]"
learned_movie_00154,movie,4,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,theater,,"{""movie"": ""inside out""}","{""time"": ""18:30""}","[""theater""]","[""date"", ""tickets""]"
learned_movie_00154,movie,5,user,Galaxy.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Galaxy""}}",,"{""theater"": ""Galaxy""}","{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30""}",[],"[""date"", ""tickets""]"
learned_movie_00154,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30""}",[],"[""date"", ""tickets""]"
learned_movie_00154,movie,7,user,Mai. Galaxy.,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow"", ""theater"": ""Galaxy""}}",,"{""date"": ""tomorrow"", ""theater"": ""Galaxy""}","{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30"", ""date"": ""tomorrow""}",[],"[""tickets""]"
learned_movie_00154,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,tickets,,"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30"", ""date"": ""tomorrow""}",[],"[""tickets""]"
learned_movie_00154,movie,9,user,3 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 3}}",,"{""tickets"": 3}","{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00154,movie,10,system,"Mình chốt: phim inside out, rạp Galaxy, ngày tomorrow, giờ 18:30, 3 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00154,movie,11,user,"Không đúng, mình sửa lại: 19:45",,"{""act"": ""deny+inform"", ""slots"": {""time"": ""19:45""}}",,{},"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00154,movie,12,system,"Mình chốt: phim inside out, rạp Galaxy, ngày tomorrow, giờ 18:30, 3 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""18:30"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00154,movie,13,user,"Không đúng, mình sửa lại: 19:45",,"{""act"": ""deny+inform"", ""slots"": {""time"": ""19:45""}}",,"{""time"": ""19:45""}","{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""19:45"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00154,movie,14,system,"Mình chốt: phim inside out, rạp Galaxy, ngày tomorrow, giờ 19:45, 3 vé. Đúng không?",CONFIRM(movie),,,,"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""19:45"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00154,movie,15,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",,{},"{""movie"": ""inside out"", ""theater"": ""Galaxy""}","{""time"": ""19:45"", ""date"": ""tomorrow"", ""tickets"": 3}",[],[]
learned_movie_00155,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,1,user,Mình muốn đặt vé phim barbie. 22:00 Galaxy.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie"", ""time"": ""22:00"", ""theater"": ""Galaxy""}}",,"{""theater"": ""Galaxy""}","{""theater"": ""Galaxy""}",{},"[""movie""]","[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,2,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,movie,,"{""theater"": ""Galaxy""}",{},"[""movie""]","[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,3,user,Mình muốn đặt vé phim barbie.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie""}}",,"{""movie"": ""barbie""}","{""theater"": ""Galaxy"", ""movie"": ""barbie""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""theater"": ""Galaxy"", ""movie"": ""barbie""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,5,user,Kể chuyện vui đi.,,"{""act"": ""oos"", ""slots"": {}}",,{},"{""theater"": ""Galaxy"", ""movie"": ""barbie""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,6,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""theater"": ""Galaxy"", ""movie"": ""barbie""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,7,user,Ủa alo?,,"{""act"": ""smalltalk"", ""slots"": {}}",,{},"{""theater"": ""Galaxy"", ""movie"": ""barbie""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,8,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,date,,"{""theater"": ""Galaxy"", ""movie"": ""barbie""}",{},[],"[""date"", ""time"", ""tickets""]"
learned_movie_00155,movie,9,user,Hôm nay.,,"{""act"": ""inform"", ""slots"": {""date"": ""today""}}",,"{""date"": ""today""}","{""theater"": ""Galaxy"", ""movie"": ""barbie""}","{""date"": ""today""}",[],"[""time"", ""tickets""]"
