conv_id,domain,row_id,speaker,utterance,sys_act,usr_act,extracted_slots,state_info,state_book,missing_info,missing_book
navigation_0107,navigation,1,user,Đi tới Central Stadium.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Central Stadium""}}","{""destination"": ""Central Stadium""}","{""destination"": ""Central Stadium""}",{},"[""origin"", ""mode""]",[]
navigation_0107,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Central Stadium""}",{},"[""origin"", ""mode""]",[]
navigation_0107,navigation,3,user,Từ Landmark 81.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Landmark 81""}}","{""origin"": ""Landmark 81""}","{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81""}",{},"[""mode""]",[]
navigation_0107,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81""}",{},"[""mode""]",[]
navigation_0107,navigation,5,user,Đi xe máy. Từ Landmark 81. Đi tới Central Stadium.,,"{""act"": ""inform"", ""slots"": {""mode"": ""motorbike"", ""origin"": ""Landmark 81"", ""destination"": ""Central Stadium""}}","{""mode"": ""motorbike"", ""origin"": ""Landmark 81. Đi"", ""destination"": ""Central Stadium.""}","{""destination"": ""Central Stadium."", ""origin"": ""Landmark 81. Đi"", ""mode"": ""motorbike""}",{},[],[]
navigation_0107,navigation,6,system,"Chốt: từ Landmark 81. Đi đến Central Stadium., phương tiện motorbike. OK không?",CONFIRM(navigation),,,"{""destination"": ""Central Stadium."", ""origin"": ""Landmark 81. Đi"", ""mode"": ""motorbike""}",{},[],[]
navigation_0107,navigation,7,user,"Không đúng, mình sửa lại: Đi tới Central Stadium.",,"{""act"": ""deny+inform"", ""slots"": {""destination"": ""Central Stadium""}}","{""destination"": ""Central Stadium""}","{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81. Đi"", ""mode"": ""motorbike""}",{},[],[]
navigation_0107,navigation,8,system,"Chốt: từ Landmark 81. Đi đến Central Stadium, phương tiện motorbike. OK không?",CONFIRM(navigation),,,"{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81. Đi"", ""mode"": ""motorbike""}",{},[],[]
navigation_0107,navigation,9,user,"Không đúng, mình sửa lại: Từ Landmark 81.",,"{""act"": ""deny+inform"", ""slots"": {""origin"": ""Landmark 81""}}","{""origin"": ""Landmark 81""}","{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
navigation_0107,navigation,10,system,"Chốt: từ Landmark 81 đến Central Stadium, phương tiện motorbike. OK không?",CONFIRM(navigation),,,"{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
navigation_0107,navigation,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Central Stadium"", ""origin"": ""Landmark 81"", ""mode"": ""motorbike""}",{},[],[]
navigation_0108,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0108,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}","{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
navigation_0108,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
navigation_0108,navigation,3,user,Từ Landmark 81.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Landmark 81""}}","{""origin"": ""Landmark 81""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81""}",{},"[""mode""]",[]
navigation_0108,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81""}",{},"[""mode""]",[]
navigation_0108,navigation,5,user,Đi bộ.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk""}}","{""mode"": ""walk""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""walk""}",{},[],[]
navigation_0108,navigation,6,system,"Chốt: từ Landmark 81 đến Sân bay Tân Sơn Nhất, phương tiện walk. OK không?",CONFIRM(navigation),,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""walk""}",{},[],[]
navigation_0108,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Landmark 81"", ""mode"": ""walk""}",{},[],[]
navigation_0109,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0109,navigation,1,user,Đi tới Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Sân bay Tân Sơn Nhất""}}","{""destination"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
navigation_0109,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Sân bay Tân Sơn Nhất""}",{},"[""origin"", ""mode""]",[]
navigation_0109,navigation,3,user,Từ Central Stadium.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Stadium""}}","{""origin"": ""Central Stadium""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Stadium""}",{},"[""mode""]",[]
navigation_0109,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Stadium""}",{},"[""mode""]",[]
navigation_0109,navigation,5,user,Đi ô tô.,,"{""act"": ""inform"", ""slots"": {""mode"": ""car""}}","{""mode"": ""car""}","{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Stadium"", ""mode"": ""car""}",{},[],[]
navigation_0109,navigation,6,system,"Chốt: từ Central Stadium đến Sân bay Tân Sơn Nhất, phương tiện car. OK không?",CONFIRM(navigation),,,"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Stadium"", ""mode"": ""car""}",{},[],[]
navigation_0109,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Sân bay Tân Sơn Nhất"", ""origin"": ""Central Stadium"", ""mode"": ""car""}",{},[],[]
movie_0110,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0110,movie,1,user,Mình muốn đặt vé phim conan.,,"{""act"": ""inform"", ""slots"": {""movie"": ""conan""}}","{""movie"": ""conan""}","{""movie"": ""conan""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0110,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""conan""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0110,movie,3,user,CGV.,,"{""act"": ""inform"", ""slots"": {""theater"": ""CGV""}}","{""theater"": ""CGV""}","{""movie"": ""conan"", ""theater"": ""CGV""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0110,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""conan"", ""theater"": ""CGV""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0110,movie,5,user,Mai.,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow""}}","{""date"": ""tomorrow""}","{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0110,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0110,movie,7,user,21:10,,"{""act"": ""inform"", ""slots"": {""time"": ""21:10""}}","{""time"": ""21:10""}","{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0110,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0110,movie,9,user,4 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 4}}","{""tickets"": 4}","{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 4}",[],[]
movie_0110,movie,10,system,"Chốt đặt vé: phim conan, rạp CGV, ngày tomorrow, giờ 21:10, 4 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 4}",[],[]
movie_0110,movie,11,user,"Không đúng, mình sửa lại: 22:00",,"{""act"": ""deny+inform"", ""slots"": {""time"": ""22:00""}}","{""time"": ""22:00""}","{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 4}",[],[]
movie_0110,movie,12,system,"Chốt đặt vé: phim conan, rạp CGV, ngày tomorrow, giờ 22:00, 4 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 4}",[],[]
movie_0110,movie,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""conan"", ""theater"": ""CGV""}","{""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 4}",[],[]
navigation_0111,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0111,navigation,1,user,Đi tới Central Stadium.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Central Stadium""}}","{""destination"": ""Central Stadium""}","{""destination"": ""Central Stadium""}",{},"[""origin"", ""mode""]",[]
navigation_0111,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Central Stadium""}",{},"[""origin"", ""mode""]",[]
navigation_0111,navigation,3,user,Từ Bến Thành.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Bến Thành""}}","{""origin"": ""Bến Thành""}","{""destination"": ""Central Stadium"", ""origin"": ""Bến Thành""}",{},"[""mode""]",[]
navigation_0111,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Central Stadium"", ""origin"": ""Bến Thành""}",{},"[""mode""]",[]
navigation_0111,navigation,5,user,Đi bộ. Đi tới Central Stadium.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk"", ""destination"": ""Central Stadium""}}","{""mode"": ""walk"", ""destination"": ""Central Stadium""}","{""destination"": ""Central Stadium"", ""origin"": ""Bến Thành"", ""mode"": ""walk""}",{},[],[]
navigation_0111,navigation,6,system,"Chốt: từ Bến Thành đến Central Stadium, phương tiện walk. OK không?",CONFIRM(navigation),,,"{""destination"": ""Central Stadium"", ""origin"": ""Bến Thành"", ""mode"": ""walk""}",{},[],[]
navigation_0111,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Central Stadium"", ""origin"": ""Bến Thành"", ""mode"": ""walk""}",{},[],[]
navigation_0112,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0112,navigation,1,user,Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Bến Thành""}}","{""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
navigation_0112,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
navigation_0112,navigation,3,user,Từ City Hall.,,"{""act"": ""inform"", ""slots"": {""origin"": ""City Hall""}}","{""origin"": ""City Hall""}","{""destination"": ""Bến Thành"", ""origin"": ""City Hall""}",{},"[""mode""]",[]
navigation_0112,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Bến Thành"", ""origin"": ""City Hall""}",{},"[""mode""]",[]
navigation_0112,navigation,5,user,Đi ô tô. Từ City Hall.,,"{""act"": ""inform"", ""slots"": {""mode"": ""car"", ""origin"": ""City Hall""}}","{""mode"": ""car"", ""origin"": ""City Hall""}","{""destination"": ""Bến Thành"", ""origin"": ""City Hall"", ""mode"": ""car""}",{},[],[]
navigation_0112,navigation,6,system,"Chốt: từ City Hall đến Bến Thành, phương tiện car. OK không?",CONFIRM(navigation),,,"{""destination"": ""Bến Thành"", ""origin"": ""City Hall"", ""mode"": ""car""}",{},[],[]
navigation_0112,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Bến Thành"", ""origin"": ""City Hall"", ""mode"": ""car""}",{},[],[]
navigation_0113,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0113,navigation,1,user,Đi tới Bến Thành.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Bến Thành""}}","{""destination"": ""Bến Thành""}","{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
navigation_0113,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""Bến Thành""}",{},"[""origin"", ""mode""]",[]
navigation_0113,navigation,3,user,Từ Central Stadium.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Central Stadium""}}","{""origin"": ""Central Stadium""}","{""destination"": ""Bến Thành"", ""origin"": ""Central Stadium""}",{},"[""mode""]",[]
navigation_0113,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""Bến Thành"", ""origin"": ""Central Stadium""}",{},"[""mode""]",[]
navigation_0113,navigation,5,user,Đi bộ.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk""}}","{""mode"": ""walk""}","{""destination"": ""Bến Thành"", ""origin"": ""Central Stadium"", ""mode"": ""walk""}",{},[],[]
navigation_0113,navigation,6,system,"Chốt: từ Central Stadium đến Bến Thành, phương tiện walk. OK không?",CONFIRM(navigation),,,"{""destination"": ""Bến Thành"", ""origin"": ""Central Stadium"", ""mode"": ""walk""}",{},[],[]
navigation_0113,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""Bến Thành"", ""origin"": ""Central Stadium"", ""mode"": ""walk""}",{},[],[]
movie_0114,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0114,movie,1,user,Mình muốn đặt vé phim dune.,,"{""act"": ""inform"", ""slots"": {""movie"": ""dune""}}","{""movie"": ""dune""}","{""movie"": ""dune""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0114,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""dune""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0114,movie,3,user,BHD.,,"{""act"": ""inform"", ""slots"": {""theater"": ""BHD""}}","{""theater"": ""BHD""}","{""movie"": ""dune"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0114,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""dune"", ""theater"": ""BHD""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0114,movie,5,user,Cuối tuần. 18:30 4 vé,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 4}}","{""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 4}","{""movie"": ""dune"", ""theater"": ""BHD""}","{""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 4}",[],[]
movie_0114,movie,6,system,"Chốt đặt vé: phim dune, rạp BHD, ngày weekend, giờ 18:30, 4 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""dune"", ""theater"": ""BHD""}","{""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 4}",[],[]
movie_0114,movie,7,user,"Không đúng, mình sửa lại: 3 vé",,"{""act"": ""deny+inform"", ""slots"": {""tickets"": 3}}","{""tickets"": 3}","{""movie"": ""dune"", ""theater"": ""BHD""}","{""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0114,movie,8,system,"Chốt đặt vé: phim dune, rạp BHD, ngày weekend, giờ 18:30, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""dune"", ""theater"": ""BHD""}","{""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0114,movie,9,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""dune"", ""theater"": ""BHD""}","{""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 3}",[],[]
movie_0115,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0115,movie,1,user,Mình muốn đặt vé phim barbie.,,"{""act"": ""inform"", ""slots"": {""movie"": ""barbie""}}","{""movie"": ""barbie""}","{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0115,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""barbie""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0115,movie,3,user,Galaxy.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Galaxy""}}","{""theater"": ""Galaxy""}","{""movie"": ""barbie"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0115,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""barbie"", ""theater"": ""Galaxy""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0115,movie,5,user,Cuối tuần.,,"{""act"": ""inform"", ""slots"": {""date"": ""weekend""}}","{""date"": ""weekend""}","{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
movie_0115,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend""}",[],"[""time"", ""tickets""]"
movie_0115,movie,7,user,21:10 Cuối tuần. Galaxy.,,"{""act"": ""inform"", ""slots"": {""time"": ""21:10"", ""date"": ""weekend"", ""theater"": ""Galaxy""}}","{""date"": ""weekend"", ""time"": ""21:10"", ""theater"": ""Galaxy""}","{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0115,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0115,movie,9,user,2 vé,,"{""act"": ""inform"", ""slots"": {""tickets"": 2}}","{""tickets"": 2}","{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 2}",[],[]
movie_0115,movie,10,system,"Chốt đặt vé: phim barbie, rạp Galaxy, ngày weekend, giờ 21:10, 2 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 2}",[],[]
movie_0115,movie,11,user,"Không đúng, mình sửa lại: 3 vé",,"{""act"": ""deny+inform"", ""slots"": {""tickets"": 3}}","{""tickets"": 3}","{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 3}",[],[]
movie_0115,movie,12,system,"Chốt đặt vé: phim barbie, rạp Galaxy, ngày weekend, giờ 21:10, 3 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 3}",[],[]
movie_0115,movie,13,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""barbie"", ""theater"": ""Galaxy""}","{""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 3}",[],[]
movie_0116,movie,0,system,Bạn muốn xem phim nào?,REQUEST(movie.movie),,,{},{},"[""movie"", ""theater""]","[""date"", ""time"", ""tickets""]"
movie_0116,movie,1,user,Mình muốn đặt vé phim oppenheimer.,,"{""act"": ""inform"", ""slots"": {""movie"": ""oppenheimer""}}","{""movie"": ""oppenheimer""}","{""movie"": ""oppenheimer""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0116,movie,2,system,Bạn muốn xem ở rạp nào (CGV/Lotte/Galaxy/BHD...) hoặc khu vực nào?,REQUEST(movie.theater),,,"{""movie"": ""oppenheimer""}",{},"[""theater""]","[""date"", ""time"", ""tickets""]"
movie_0116,movie,3,user,Lotte.,,"{""act"": ""inform"", ""slots"": {""theater"": ""Lotte""}}","{""theater"": ""Lotte""}","{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0116,movie,4,system,Bạn xem ngày nào? (hôm nay/mai/cuối tuần),REQUEST(movie.date),,,"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}",{},[],"[""date"", ""time"", ""tickets""]"
movie_0116,movie,5,user,Mai.,,"{""act"": ""inform"", ""slots"": {""date"": ""tomorrow""}}","{""date"": ""tomorrow""}","{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0116,movie,6,system,Bạn muốn suất mấy giờ? (vd 19:45),REQUEST(movie.time),,,"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow""}",[],"[""time"", ""tickets""]"
movie_0116,movie,7,user,21:10,,"{""act"": ""inform"", ""slots"": {""time"": ""21:10""}}","{""time"": ""21:10""}","{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0116,movie,8,system,Bạn đặt mấy vé?,REQUEST(movie.tickets),,,"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10""}",[],"[""tickets""]"
movie_0116,movie,9,user,1 vé 21:10,,"{""act"": ""inform"", ""slots"": {""tickets"": 1, ""time"": ""21:10""}}","{""time"": ""21:10"", ""tickets"": 1}","{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
movie_0116,movie,10,system,"Chốt đặt vé: phim oppenheimer, rạp Lotte, ngày tomorrow, giờ 21:10, 1 vé. OK không?",CONFIRM(movie),,,"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
movie_0116,movie,11,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""movie"": ""oppenheimer"", ""theater"": ""Lotte""}","{""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}",[],[]
navigation_0117,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0117,navigation,1,user,Đi tới City Hall.,,"{""act"": ""inform"", ""slots"": {""destination"": ""City Hall""}}","{""destination"": ""City Hall""}","{""destination"": ""City Hall""}",{},"[""origin"", ""mode""]",[]
navigation_0117,navigation,2,system,Bạn đang ở đâu (điểm xuất phát)?,REQUEST(navigation.origin),,,"{""destination"": ""City Hall""}",{},"[""origin"", ""mode""]",[]
navigation_0117,navigation,3,user,Từ Sân bay Tân Sơn Nhất.,,"{""act"": ""inform"", ""slots"": {""origin"": ""Sân bay Tân Sơn Nhất""}}","{""origin"": ""Sân bay Tân Sơn Nhất""}","{""destination"": ""City Hall"", ""origin"": ""Sân bay Tân Sơn Nhất""}",{},"[""mode""]",[]
navigation_0117,navigation,4,system,Bạn đi xe máy/ô tô/đi bộ/xe buýt?,REQUEST(navigation.mode),,,"{""destination"": ""City Hall"", ""origin"": ""Sân bay Tân Sơn Nhất""}",{},"[""mode""]",[]
navigation_0117,navigation,5,user,Đi bộ.,,"{""act"": ""inform"", ""slots"": {""mode"": ""walk""}}","{""mode"": ""walk""}","{""destination"": ""City Hall"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""walk""}",{},[],[]
navigation_0117,navigation,6,system,"Chốt: từ Sân bay Tân Sơn Nhất đến City Hall, phương tiện walk. OK không?",CONFIRM(navigation),,,"{""destination"": ""City Hall"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""walk""}",{},[],[]
navigation_0117,navigation,7,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""destination"": ""City Hall"", ""origin"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""walk""}",{},[],[]
navigation_0118,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
navigation_0118,navigation,1,user,Đi tới Chợ Bà Chiểu. Từ Central Stadium. Đi bộ.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Chợ Bà Chiểu"", ""origin"": ""Central Stadium"", ""mode"": ""walk""}}","{""mode"": ""walk"", ""origin"": ""Central Stadium""}","{""mode"": ""walk"", ""origin"": ""Central Stadium""}",{},"[""destination""]",[]
navigation_0118,navigation,2,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,"{""mode"": ""walk"", ""origin"": ""Central Stadium""}",{},"[""destination""]",[]
navigation_0118,navigation,3,user,Đi tới Chợ Bà Chiểu.,,"{""act"": ""inform"", ""slots"": {""destination"": ""Chợ Bà Chiểu""}}","{""destination"": ""Chợ Bà Chiểu""}","{""mode"": ""walk"", ""origin"": ""Central Stadium"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0118,navigation,4,system,"Chốt: từ Central Stadium đến Chợ Bà Chiểu, phương tiện walk. OK không?",CONFIRM(navigation),,,"{""mode"": ""walk"", ""origin"": ""Central Stadium"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0118,navigation,5,user,OK,,"{""act"": ""confirm"", ""slots"": {}}",{},"{""mode"": ""walk"", ""origin"": ""Central Stadium"", ""destination"": ""Chợ Bà Chiểu""}",{},[],[]
navigation_0119,navigation,0,system,Bạn muốn đi tới đâu?,REQUEST(navigation.destination),,,{},{},"[""origin"", ""destination"", ""mode""]",[]
