conv_id,domain,task_success,num_rows,repairs,confirms,oos,refusals,slot_f1,state_slot_accuracy,joint_goal_accuracy,wrong_slots,goal
oracle_navigation_00141,navigation,0,16,0,0,0,2,0.5,0.3333,0,"[""origin"", ""mode""]","{""origin"": ""City Hall"", ""destination"": ""Landmark 81"", ""mode"": ""car""}"
oracle_movie_00142,movie,1,8,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""CGV"", ""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 4}"
oracle_movie_00143,movie,0,16,0,0,0,1,0.8,0.8,0,"[""theater""]","{""movie"": ""oppenheimer"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 4}"
oracle_movie_00144,movie,0,16,0,0,0,1,0.8889,0.8,0,"[""tickets""]","{""movie"": ""spider-man"", ""theater"": ""CGV"", ""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 4}"
oracle_movie_00145,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 3}"
oracle_navigation_00146,navigation,1,12,1,2,0,1,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Central Station"", ""mode"": ""motorbike""}"
oracle_navigation_00147,navigation,1,14,0,1,0,1,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""car""}"
oracle_movie_00148,movie,1,14,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""spider-man"", ""theater"": ""Lotte"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 1}"
oracle_navigation_00149,navigation,1,14,0,1,0,2,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Central Station"", ""mode"": ""bus""}"
oracle_navigation_00150,navigation,1,10,1,2,1,0,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""City Hall"", ""mode"": ""car""}"
oracle_navigation_00151,navigation,1,8,0,1,0,1,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""UBND Quận 1"", ""mode"": ""bus""}"
oracle_navigation_00152,navigation,1,14,1,3,0,0,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""Central Stadium"", ""mode"": ""bus""}"
oracle_navigation_00153,navigation,1,12,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Central Station"", ""mode"": ""car"", ""avoid"": ""highway""}"
oracle_movie_00154,movie,1,12,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""dune"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 1}"
oracle_movie_00155,movie,1,14,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""BHD"", ""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_navigation_00156,navigation,1,6,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""Central Stadium"", ""mode"": ""walk"", ""avoid"": ""ferry""}"
oracle_movie_00157,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""CGV"", ""date"": ""tomorrow"", ""time"": ""18:30"", ""tickets"": 4}"
oracle_movie_00158,movie,1,8,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""spider-man"", ""theater"": ""Galaxy"", ""date"": ""today"", ""time"": ""19:45"", ""tickets"": 3}"
oracle_movie_00159,movie,1,12,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 1}"
oracle_navigation_00160,navigation,1,16,1,1,0,0,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Landmark 81"", ""mode"": ""motorbike""}"
oracle_navigation_00161,navigation,1,12,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Central Stadium"", ""mode"": ""bus""}"
oracle_navigation_00162,navigation,1,6,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""bus"", ""avoid"": ""highway""}"
oracle_navigation_00163,navigation,0,16,0,1,0,1,0.6667,0.6667,0,"[""origin""]","{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Central Station"", ""mode"": ""car""}"
oracle_movie_00164,movie,1,16,0,0,0,1,1.0,1.0,1,[],"{""movie"": ""dune"", ""theater"": ""BHD"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_movie_00165,movie,1,12,0,1,1,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""BHD"", ""date"": ""today"", ""time"": ""18:30"", ""tickets"": 3}"
oracle_navigation_00166,navigation,1,8,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""City Hall"", ""mode"": ""bus""}"
oracle_movie_00167,movie,1,8,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""BHD"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 1}"
oracle_navigation_00168,navigation,1,16,0,0,1,2,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Landmark 81"", ""mode"": ""motorbike"", ""avoid"": ""ferry""}"
oracle_movie_00169,movie,1,14,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""spider-man"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 1}"
oracle_navigation_00170,navigation,1,12,2,3,0,0,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""UBND Quận 1"", ""mode"": ""walk""}"
oracle_navigation_00171,navigation,1,16,1,3,1,0,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""car""}"
oracle_movie_00172,movie,1,14,1,4,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_navigation_00173,navigation,0,16,1,2,1,1,0.6667,0.6667,0,"[""origin""]","{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Landmark 81"", ""mode"": ""walk""}"
oracle_movie_00174,movie,1,14,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 2}"
oracle_movie_00175,movie,1,16,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""CGV"", ""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 2}"
oracle_navigation_00176,navigation,0,16,0,0,1,3,0.8,0.6667,0,"[""mode""]","{""origin"": ""Central Station"", ""destination"": ""Bến Thành"", ""mode"": ""walk""}"
oracle_movie_00177,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""barbie"", ""theater"": ""Lotte"", ""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 2}"
oracle_navigation_00178,navigation,0,16,0,2,0,0,0.6667,0.6667,0,"[""mode""]","{""origin"": ""Landmark 81"", ""destination"": ""Central Stadium"", ""mode"": ""bus""}"
oracle_navigation_00179,navigation,1,16,0,1,1,1,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""walk"", ""avoid"": ""ferry""}"
oracle_navigation_00180,navigation,1,14,1,2,0,1,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""walk"", ""avoid"": ""traffic""}"
oracle_movie_00181,movie,1,12,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""BHD"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 3}"
oracle_movie_00182,movie,0,16,0,0,1,0,0.8889,0.8,0,"[""time""]","{""movie"": ""spider-man"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_navigation_00183,navigation,1,16,1,2,1,0,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Central Stadium"", ""mode"": ""motorbike"", ""avoid"": ""traffic""}"
oracle_navigation_00184,navigation,1,16,1,2,0,1,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""Landmark 81"", ""mode"": ""bus""}"
oracle_movie_00185,movie,1,16,0,0,0,2,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""Lotte"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_navigation_00186,navigation,1,16,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""UBND Quận 1"", ""mode"": ""bus"", ""avoid"": ""traffic""}"
oracle_navigation_00187,navigation,0,16,0,0,1,2,0.5,0.3333,0,"[""origin"", ""mode""]","{""origin"": ""City Hall"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""walk""}"
oracle_movie_00188,movie,1,12,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_movie_00189,movie,0,16,0,0,2,1,0.75,0.6,0,"[""theater"", ""time""]","{""movie"": ""dune"", ""theater"": ""CGV"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_movie_00190,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""Lotte"", ""date"": ""today"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_navigation_00191,navigation,1,14,1,3,0,1,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""UBND Quận 1"", ""mode"": ""walk"", ""avoid"": ""ferry""}"
oracle_movie_00192,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""barbie"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 3}"
oracle_movie_00193,movie,0,16,0,0,0,1,0.8889,0.8,0,"[""tickets""]","{""movie"": ""avatar"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 4}"
oracle_movie_00194,movie,0,16,0,0,0,2,0.8889,0.8,0,"[""time""]","{""movie"": ""inside out"", ""theater"": ""BHD"", ""date"": ""today"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_navigation_00195,navigation,1,10,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""car""}"
oracle_navigation_00196,navigation,1,10,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""Landmark 81"", ""destination"": ""Central Station"", ""mode"": ""walk"", ""avoid"": ""highway""}"
oracle_movie_00197,movie,1,16,1,2,0,0,1.0,1.0,1,[],"{""movie"": ""dune"", ""theater"": ""CGV"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 3}"
oracle_navigation_00198,navigation,1,10,0,1,0,1,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Bến Thành"", ""mode"": ""bus""}"
oracle_navigation_00199,navigation,1,14,0,1,0,2,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Landmark 81"", ""mode"": ""walk""}"
oracle_navigation_00200,navigation,1,16,1,2,0,2,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Bến Thành"", ""mode"": ""walk"", ""avoid"": ""ferry""}"
oracle_movie_00201,movie,1,14,1,2,1,1,1.0,1.0,1,[],"{""movie"": ""barbie"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_movie_00202,movie,0,16,0,0,0,3,0.8889,0.8,0,"[""tickets""]","{""movie"": ""dune"", ""theater"": ""CGV"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 1}"
oracle_navigation_00203,navigation,1,14,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Central Stadium"", ""mode"": ""walk""}"
oracle_movie_00204,movie,1,16,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""avatar"", ""theater"": ""BHD"", ""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 4}"
oracle_movie_00205,movie,1,12,1,2,0,0,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""Lotte"", ""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_navigation_00206,navigation,1,16,1,4,0,0,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""Central Stadium"", ""mode"": ""motorbike"", ""avoid"": ""traffic""}"
oracle_navigation_00207,navigation,1,8,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Bến Thành"", ""mode"": ""bus""}"
oracle_navigation_00208,navigation,1,12,0,1,1,0,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Bến Thành"", ""mode"": ""motorbike"", ""avoid"": ""traffic""}"
oracle_movie_00209,movie,1,12,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""barbie"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_movie_00210,movie,1,16,2,2,2,0,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""BHD"", ""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 2}"
oracle_movie_00211,movie,1,16,0,0,0,1,1.0,1.0,1,[],"{""movie"": ""avatar"", ""theater"": ""Galaxy"", ""date"": ""today"", ""time"": ""18:30"", ""tickets"": 2}"
oracle_navigation_00212,navigation,1,8,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""City Hall"", ""mode"": ""bus""}"
oracle_navigation_00213,navigation,0,16,1,2,0,1,0.6667,0.6667,0,"[""destination""]","{""origin"": ""City Hall"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""motorbike""}"
oracle_movie_00214,movie,1,14,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""spider-man"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 1}"
oracle_navigation_00215,navigation,1,10,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Bến Thành"", ""mode"": ""walk"", ""avoid"": ""highway""}"
oracle_movie_00216,movie,1,10,0,1,1,0,1.0,1.0,1,[],"{""movie"": ""avatar"", ""theater"": ""Lotte"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 2}"
oracle_movie_00217,movie,1,16,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""Galaxy"", ""date"": ""today"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_movie_00218,movie,1,14,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""Lotte"", ""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}"
oracle_navigation_00219,navigation,1,8,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""walk""}"
oracle_movie_00220,movie,1,14,1,2,1,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""BHD"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_movie_00221,movie,1,10,1,2,1,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_navigation_00222,navigation,1,16,0,1,0,2,1.0,1.0,1,[],"{""origin"": ""Landmark 81"", ""destination"": ""Bến Thành"", ""mode"": ""car""}"
oracle_movie_00223,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""spider-man"", ""theater"": ""BHD"", ""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 4}"
oracle_movie_00224,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""dune"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 1}"
oracle_movie_00225,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 1}"
oracle_navigation_00226,navigation,1,16,1,2,0,1,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""City Hall"", ""mode"": ""bus""}"
oracle_movie_00227,movie,1,16,0,1,1,1,1.0,1.0,1,[],"{""movie"": ""barbie"", ""theater"": ""Lotte"", ""date"": ""tomorrow"", ""time"": ""18:30"", ""tickets"": 4}"
oracle_movie_00228,movie,1,16,0,1,1,1,1.0,1.0,1,[],"{""movie"": ""avatar"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 3}"
oracle_navigation_00229,navigation,1,8,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""Central Station"", ""mode"": ""car""}"
oracle_movie_00230,movie,1,14,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""21:10"", ""tickets"": 4}"
oracle_movie_00231,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""avatar"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""18:30"", ""tickets"": 1}"
oracle_navigation_00232,navigation,1,16,1,3,0,2,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Central Station"", ""mode"": ""bus"", ""avoid"": ""highway""}"
oracle_movie_00233,movie,1,10,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""22:00"", ""tickets"": 3}"
oracle_movie_00234,movie,0,16,0,0,0,1,0.8,0.8,0,"[""theater""]","{""movie"": ""oppenheimer"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 2}"
oracle_movie_00235,movie,1,10,0,1,1,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""Lotte"", ""date"": ""tomorrow"", ""time"": ""18:30"", ""tickets"": 2}"
oracle_movie_00236,movie,1,10,0,1,1,0,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""Lotte"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 3}"
oracle_movie_00237,movie,1,16,0,0,0,2,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""22:00"", ""tickets"": 4}"
oracle_navigation_00238,navigation,1,14,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""Bến Thành"", ""mode"": ""car""}"
oracle_movie_00239,movie,1,14,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""CGV"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_movie_00240,movie,0,16,0,0,0,1,0.8,0.8,0,"[""theater""]","{""movie"": ""dune"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 4}"
oracle_movie_00241,movie,1,8,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""19:45"", ""tickets"": 1}"
oracle_navigation_00242,navigation,1,8,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""motorbike""}"
oracle_navigation_00243,navigation,1,16,3,4,1,0,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""Central Station"", ""mode"": ""motorbike""}"
oracle_movie_00244,movie,1,14,0,1,1,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""BHD"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_navigation_00245,navigation,1,8,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""City Hall"", ""mode"": ""motorbike"", ""avoid"": ""traffic""}"
oracle_navigation_00246,navigation,1,14,1,4,1,0,1.0,1.0,1,[],"{""origin"": ""Landmark 81"", ""destination"": ""Bến Thành"", ""mode"": ""motorbike""}"
oracle_movie_00247,movie,1,16,1,1,1,0,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""BHD"", ""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 2}"
oracle_movie_00248,movie,1,14,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""avatar"", ""theater"": ""Lotte"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 3}"
oracle_movie_00249,movie,1,14,0,1,0,2,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""BHD"", ""date"": ""today"", ""time"": ""19:45"", ""tickets"": 2}"
oracle_navigation_00250,navigation,1,10,1,2,1,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""bus""}"
oracle_movie_00251,movie,0,16,0,0,0,3,0.8889,0.8,0,"[""tickets""]","{""movie"": ""spider-man"", ""theater"": ""CGV"", ""date"": ""weekend"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_navigation_00252,navigation,1,10,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""Landmark 81"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""car""}"
oracle_navigation_00253,navigation,0,16,0,0,0,3,0.6667,0.6667,0,"[""destination""]","{""origin"": ""Central Station"", ""destination"": ""Landmark 81"", ""mode"": ""walk""}"
oracle_navigation_00254,navigation,1,16,2,4,0,0,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Central Stadium"", ""mode"": ""bus""}"
oracle_navigation_00255,navigation,1,6,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""Central Stadium"", ""mode"": ""car"", ""avoid"": ""traffic""}"
oracle_navigation_00256,navigation,1,16,1,2,1,0,1.0,1.0,1,[],"{""origin"": ""Landmark 81"", ""destination"": ""City Hall"", ""mode"": ""car""}"
oracle_navigation_00257,navigation,1,16,0,1,0,1,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Central Stadium"", ""mode"": ""car""}"
oracle_movie_00258,movie,1,12,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""wonka"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 4}"
oracle_navigation_00259,navigation,1,12,0,1,0,1,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Bến Thành"", ""mode"": ""walk""}"
oracle_movie_00260,movie,1,10,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""oppenheimer"", ""theater"": ""CGV"", ""date"": ""tomorrow"", ""time"": ""21:10"", ""tickets"": 3}"
oracle_navigation_00261,navigation,1,12,0,1,1,0,1.0,1.0,1,[],"{""origin"": ""Sân bay Tân Sơn Nhất"", ""destination"": ""City Hall"", ""mode"": ""motorbike""}"
oracle_navigation_00262,navigation,1,10,0,1,1,0,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""car""}"
oracle_movie_00263,movie,1,12,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""BHD"", ""date"": ""today"", ""time"": ""21:10"", ""tickets"": 1}"
oracle_movie_00264,movie,1,6,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""dune"", ""theater"": ""Galaxy"", ""date"": ""today"", ""time"": ""18:30"", ""tickets"": 4}"
oracle_navigation_00265,navigation,1,6,1,2,0,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""bus""}"
oracle_navigation_00266,navigation,1,16,1,1,1,1,1.0,1.0,1,[],"{""origin"": ""Central Station"", ""destination"": ""Bến Thành"", ""mode"": ""bus""}"
oracle_movie_00267,movie,1,12,0,1,0,1,1.0,1.0,1,[],"{""movie"": ""dune"", ""theater"": ""CGV"", ""date"": ""today"", ""time"": ""22:00"", ""tickets"": 2}"
oracle_navigation_00268,navigation,1,10,1,3,0,0,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""Bến Thành"", ""mode"": ""motorbike"", ""avoid"": ""traffic""}"
oracle_navigation_00269,navigation,1,12,1,2,0,2,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""Chợ Bà Chiểu"", ""mode"": ""bus""}"
oracle_movie_00270,movie,0,16,0,0,0,0,0.8,0.8,0,"[""theater""]","{""movie"": ""avatar"", ""theater"": ""Galaxy"", ""date"": ""tomorrow"", ""time"": ""19:45"", ""tickets"": 1}"
oracle_navigation_00271,navigation,1,12,2,4,0,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Sân bay Tân Sơn Nhất"", ""mode"": ""motorbike""}"
oracle_movie_00272,movie,1,12,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""inside out"", ""theater"": ""Lotte"", ""date"": ""tomorrow"", ""time"": ""18:30"", ""tickets"": 1}"
oracle_movie_00273,movie,1,14,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""Galaxy"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 2}"
oracle_navigation_00274,navigation,0,16,1,2,0,1,0.6667,0.6667,0,"[""mode""]","{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""UBND Quận 1"", ""mode"": ""walk""}"
oracle_navigation_00275,navigation,1,8,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""Central Station"", ""mode"": ""walk""}"
oracle_navigation_00276,navigation,1,10,0,1,0,0,1.0,1.0,1,[],"{""origin"": ""City Hall"", ""destination"": ""Central Station"", ""mode"": ""motorbike""}"
oracle_navigation_00277,navigation,1,12,0,1,1,0,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""City Hall"", ""mode"": ""car""}"
oracle_navigation_00278,navigation,1,16,1,3,1,1,1.0,1.0,1,[],"{""origin"": ""Central Stadium"", ""destination"": ""Bến Thành"", ""mode"": ""motorbike"", ""avoid"": ""traffic""}"
oracle_navigation_00279,navigation,1,8,1,2,0,1,1.0,1.0,1,[],"{""origin"": ""UBND Quận 1"", ""destination"": ""Central Station"", ""mode"": ""motorbike"", ""avoid"": ""ferry""}"
oracle_movie_00280,movie,1,8,0,1,0,0,1.0,1.0,1,[],"{""movie"": ""conan"", ""theater"": ""Lotte"", ""date"": ""weekend"", ""time"": ""22:00"", ""tickets"": 1}"
oracle_navigation_00281,navigation,1,16,0,1,1,1,1.0,1.0,1,[],"{""origin"": ""Bến Thành"", ""destination"": ""City Hall"", ""mode"": ""bus"", ""avoid"": ""traffic""}"
oracle_navigation_00282,navigation,1,8,1,3,0,0,1.0,1.0,1,[],"{""origin"": ""Chợ Bà Chiểu"", ""destination"": ""Bến Thành"", ""mode"": ""car""}"
